UserRank,UserID,MonthIndex,MonthDate,ActivityCount
22,1730,49,2012-09,52
23,36512,49,2012-09,392
24,538,49,2012-09,4
25,17097,49,2012-09,96
26,46394,49,2012-09,207
28,9410,49,2012-09,49
30,18359,49,2012-09,246
31,105,49,2012-09,2
32,3363,49,2012-09,115
34,11360,49,2012-09,80
35,38551,49,2012-09,2
36,7717,49,2012-09,18
38,59,49,2012-09,42
39,58821,49,2012-09,131
40,4441,49,2012-09,3
41,6544,49,2012-09,29
43,6515,49,2012-09,81
44,25673,49,2012-09,13
46,31852,49,2012-09,95
47,479,49,2012-09,6
49,27547,49,2012-09,90
50,14456,49,2012-09,37
51,1593,49,2012-09,39
52,419,49,2012-09,3
53,31423,49,2012-09,46
55,5206,49,2012-09,25
56,46216,49,2012-09,18
57,28308,49,2012-09,218
58,2505,49,2012-09,24
59,15578,49,2012-09,23
61,6759,49,2012-09,15
62,740,49,2012-09,28
63,31770,49,2012-09,57
64,52651,49,2012-09,24
65,410,49,2012-09,3
66,3673,49,2012-09,24
67,4712,49,2012-09,3
68,9740,49,2012-09,49
69,102,49,2012-09,9
70,15269,49,2012-09,17
71,5443,49,2012-09,50
72,25587,49,2012-09,62
73,27592,49,2012-09,4
75,40261,49,2012-09,54
76,385,49,2012-09,12
77,13797,49,2012-09,9
78,56459,49,2012-09,188
79,3984,49,2012-09,24
81,11339,49,2012-09,13
84,33261,49,2012-09,12
86,619,49,2012-09,13
87,13118,49,2012-09,1
88,578,49,2012-09,1
89,2556,49,2012-09,3
90,7453,49,2012-09,11
91,3271,49,2012-09,48
92,15981,49,2012-09,34
94,25565,49,2012-09,2
95,29677,49,2012-09,2
97,10706,49,2012-09,7
99,10618,49,2012-09,14
0,38708,50,2012-10,364
1,7355,50,2012-10,147
2,16397,50,2012-10,397
3,13231,50,2012-10,423
5,818,50,2012-10,174
6,3515,50,2012-10,440
7,3012,50,2012-10,166
8,54102,50,2012-10,777
9,47728,50,2012-10,356
10,36530,50,2012-10,182
12,7165,50,2012-10,98
14,7764,50,2012-10,50
15,57081,50,2012-10,157
16,1368,50,2012-10,343
17,38342,50,2012-10,148
18,1733,50,2012-10,41
19,13975,50,2012-10,24
20,34217,50,2012-10,83
22,1730,50,2012-10,143
23,36512,50,2012-10,4
24,538,50,2012-10,7
25,17097,50,2012-10,24
26,46394,50,2012-10,97
28,9410,50,2012-10,5
30,18359,50,2012-10,128
31,105,50,2012-10,2
32,3363,50,2012-10,303
34,11360,50,2012-10,103
35,38551,50,2012-10,6
36,7717,50,2012-10,5
38,59,50,2012-10,74
39,58821,50,2012-10,119
40,4441,50,2012-10,3
41,6544,50,2012-10,8
43,6515,50,2012-10,240
44,25673,50,2012-10,30
46,31852,50,2012-10,101
47,479,50,2012-10,31
49,27547,50,2012-10,97
50,14456,50,2012-10,86
51,1593,50,2012-10,29
52,419,50,2012-10,4
53,31423,50,2012-10,162
55,5206,50,2012-10,62
56,46216,50,2012-10,255
57,28308,50,2012-10,132
58,2505,50,2012-10,38
59,15578,50,2012-10,42
61,6759,50,2012-10,171
62,740,50,2012-10,28
63,31770,50,2012-10,56
64,52651,50,2012-10,92
65,410,50,2012-10,28
66,3673,50,2012-10,51
67,4712,50,2012-10,13
68,9740,50,2012-10,48
69,102,50,2012-10,2
70,15269,50,2012-10,18
71,5443,50,2012-10,15
72,25587,50,2012-10,57
73,27592,50,2012-10,3
75,40261,50,2012-10,75
76,385,50,2012-10,45
77,13797,50,2012-10,18
78,56459,50,2012-10,135
79,3984,50,2012-10,34
81,11339,50,2012-10,2
82,64585,50,2012-10,79
83,31889,50,2012-10,1
84,33261,50,2012-10,79
86,619,50,2012-10,2
88,578,50,2012-10,156
89,2556,50,2012-10,1
90,7453,50,2012-10,6
91,3271,50,2012-10,16
92,15981,50,2012-10,113
93,39581,50,2012-10,2
94,25565,50,2012-10,3
95,29677,50,2012-10,8
97,10706,50,2012-10,1
99,10618,50,2012-10,11
0,38708,51,2012-11,470
1,7355,51,2012-11,276
2,16397,51,2012-11,258
3,13231,51,2012-11,350
5,818,51,2012-11,60
6,3515,51,2012-11,205
7,3012,51,2012-11,162
8,54102,51,2012-11,689
9,47728,51,2012-11,533
10,36530,51,2012-11,286
11,67188,51,2012-11,154
12,7165,51,2012-11,41
14,7764,51,2012-11,7
15,57081,51,2012-11,201
16,1368,51,2012-11,176
17,38342,51,2012-11,105
18,1733,51,2012-11,44
19,13975,51,2012-11,16
20,34217,51,2012-11,110
21,66106,51,2012-11,149
22,1730,51,2012-11,71
23,36512,51,2012-11,2
24,538,51,2012-11,4
25,17097,51,2012-11,4
26,46394,51,2012-11,62
28,9410,51,2012-11,9
30,18359,51,2012-11,178
31,105,51,2012-11,1
32,3363,51,2012-11,30
34,11360,51,2012-11,122
36,7717,51,2012-11,2
38,59,51,2012-11,79
39,58821,51,2012-11,109
40,4441,51,2012-11,1
41,6544,51,2012-11,11
43,6515,51,2012-11,74
44,25673,51,2012-11,11
46,31852,51,2012-11,75
47,479,51,2012-11,22
49,27547,51,2012-11,42
50,14456,51,2012-11,51
51,1593,51,2012-11,60
52,419,51,2012-11,8
53,31423,51,2012-11,12
55,5206,51,2012-11,64
56,46216,51,2012-11,81
57,28308,51,2012-11,50
58,2505,51,2012-11,41
59,15578,51,2012-11,16
61,6759,51,2012-11,69
62,740,51,2012-11,2
63,31770,51,2012-11,54
64,52651,51,2012-11,31
65,410,51,2012-11,8
66,3673,51,2012-11,76
67,4712,51,2012-11,8
68,9740,51,2012-11,32
69,102,51,2012-11,10
70,15269,51,2012-11,11
71,5443,51,2012-11,52
72,25587,51,2012-11,54
73,27592,51,2012-11,5
74,17350,51,2012-11,1
75,40261,51,2012-11,65
76,385,51,2012-11,52
77,13797,51,2012-11,12
78,56459,51,2012-11,90
79,3984,51,2012-11,34
81,11339,51,2012-11,10
82,64585,51,2012-11,403
83,31889,51,2012-11,2
84,33261,51,2012-11,64
86,619,51,2012-11,13
87,13118,51,2012-11,2
88,578,51,2012-11,145
90,7453,51,2012-11,5
91,3271,51,2012-11,13
92,15981,51,2012-11,43
94,25565,51,2012-11,1
95,29677,51,2012-11,4
99,10618,51,2012-11,15
0,38708,52,2012-12,352
1,7355,52,2012-12,173
2,16397,52,2012-12,420
3,13231,52,2012-12,7
5,818,52,2012-12,115
6,3515,52,2012-12,128
7,3012,52,2012-12,211
8,54102,52,2012-12,580
9,47728,52,2012-12,260
10,36530,52,2012-12,236
11,67188,52,2012-12,295
12,7165,52,2012-12,75
14,7764,52,2012-12,67
15,57081,52,2012-12,306
16,1368,52,2012-12,250
17,38342,52,2012-12,101
18,1733,52,2012-12,47
19,13975,52,2012-12,134
20,34217,52,2012-12,134
21,66106,52,2012-12,138
22,1730,52,2012-12,102
23,36512,52,2012-12,4
24,538,52,2012-12,8
25,17097,52,2012-12,10
26,46394,52,2012-12,352
28,9410,52,2012-12,1
30,18359,52,2012-12,58
31,105,52,2012-12,11
32,3363,52,2012-12,44
34,11360,52,2012-12,32
35,38551,52,2012-12,1
36,7717,52,2012-12,11
38,59,52,2012-12,16
39,58821,52,2012-12,160
41,6544,52,2012-12,12
43,6515,52,2012-12,15
44,25673,52,2012-12,31
46,31852,52,2012-12,101
47,479,52,2012-12,25
49,27547,52,2012-12,29
50,14456,52,2012-12,66
51,1593,52,2012-12,38
52,419,52,2012-12,9
53,31423,52,2012-12,20
55,5206,52,2012-12,86
56,46216,52,2012-12,49
57,28308,52,2012-12,105
58,2505,52,2012-12,101
59,15578,52,2012-12,16
61,6759,52,2012-12,29
62,740,52,2012-12,11
63,31770,52,2012-12,43
64,52651,52,2012-12,42
66,3673,52,2012-12,5
67,4712,52,2012-12,8
68,9740,52,2012-12,124
69,102,52,2012-12,8
70,15269,52,2012-12,9
71,5443,52,2012-12,4
72,25587,52,2012-12,56
73,27592,52,2012-12,4
74,17350,52,2012-12,115
75,40261,52,2012-12,129
76,385,52,2012-12,69
77,13797,52,2012-12,19
78,56459,52,2012-12,76
79,3984,52,2012-12,19
81,11339,52,2012-12,1
82,64585,52,2012-12,246
83,31889,52,2012-12,1
84,33261,52,2012-12,9
86,619,52,2012-12,32
87,13118,52,2012-12,2
88,578,52,2012-12,8
89,2556,52,2012-12,4
90,7453,52,2012-12,19
91,3271,52,2012-12,3
92,15981,52,2012-12,5
93,39581,52,2012-12,5
94,25565,52,2012-12,2
95,29677,52,2012-12,1
97,10706,52,2012-12,1
0,38708,53,2013-01,308
1,7355,53,2013-01,116
2,16397,53,2013-01,504
3,13231,53,2013-01,3
5,818,53,2013-01,103
6,3515,53,2013-01,176
7,3012,53,2013-01,232
8,54102,53,2013-01,575
9,47728,53,2013-01,561
10,36530,53,2013-01,318
11,67188,53,2013-01,262
12,7165,53,2013-01,119
14,7764,53,2013-01,115
15,57081,53,2013-01,481
16,1368,53,2013-01,32
17,38342,53,2013-01,97
18,1733,53,2013-01,40
19,13975,53,2013-01,45
20,34217,53,2013-01,89
21,66106,53,2013-01,16
22,1730,53,2013-01,73
23,36512,53,2013-01,274
24,538,53,2013-01,9
25,17097,53,2013-01,32
26,46394,53,2013-01,466
28,9410,53,2013-01,11
30,18359,53,2013-01,29
31,105,53,2013-01,1
32,3363,53,2013-01,69
33,45646,53,2013-01,1
34,11360,53,2013-01,89
35,38551,53,2013-01,1
36,7717,53,2013-01,2
38,59,53,2013-01,48
39,58821,53,2013-01,178
41,6544,53,2013-01,36
43,6515,53,2013-01,55
44,25673,53,2013-01,20
45,97043,53,2013-01,3
46,31852,53,2013-01,95
47,479,53,2013-01,27
49,27547,53,2013-01,31
50,14456,53,2013-01,38
51,1593,53,2013-01,30
52,419,53,2013-01,6
53,31423,53,2013-01,10
55,5206,53,2013-01,114
56,46216,53,2013-01,37
57,28308,53,2013-01,66
58,2505,53,2013-01,28
59,15578,53,2013-01,12
61,6759,53,2013-01,21
62,740,53,2013-01,30
63,31770,53,2013-01,23
64,52651,53,2013-01,210
65,410,53,2013-01,1
66,3673,53,2013-01,6
67,4712,53,2013-01,16
68,9740,53,2013-01,73
69,102,53,2013-01,9
70,15269,53,2013-01,16
71,5443,53,2013-01,7
72,25587,53,2013-01,83
73,27592,53,2013-01,1
74,17350,53,2013-01,224
75,40261,53,2013-01,113
76,385,53,2013-01,52
77,13797,53,2013-01,3
78,56459,53,2013-01,140
79,3984,53,2013-01,24
81,11339,53,2013-01,12
82,64585,53,2013-01,143
83,31889,53,2013-01,1
84,33261,53,2013-01,3
86,619,53,2013-01,29
87,13118,53,2013-01,1
88,578,53,2013-01,2
89,2556,53,2013-01,4
90,7453,53,2013-01,44
91,3271,53,2013-01,6
92,15981,53,2013-01,33
93,39581,53,2013-01,7
94,25565,53,2013-01,3
95,29677,53,2013-01,8
97,10706,53,2013-01,6
0,38708,54,2013-02,512
1,7355,54,2013-02,145
2,16397,54,2013-02,395
3,13231,54,2013-02,3
5,818,54,2013-02,122
6,3515,54,2013-02,137
7,3012,54,2013-02,176
8,54102,54,2013-02,734
9,47728,54,2013-02,409
10,36530,54,2013-02,203
11,67188,54,2013-02,212
12,7165,54,2013-02,116
14,7764,54,2013-02,32
15,57081,54,2013-02,75
16,1368,54,2013-02,64
17,38342,54,2013-02,97
18,1733,54,2013-02,26
19,13975,54,2013-02,85
20,34217,54,2013-02,86
21,66106,54,2013-02,96
22,1730,54,2013-02,24
23,36512,54,2013-02,184
24,538,54,2013-02,11
25,17097,54,2013-02,32
26,46394,54,2013-02,331
28,9410,54,2013-02,18
30,18359,54,2013-02,16
31,105,54,2013-02,7
32,3363,54,2013-02,13
34,11360,54,2013-02,108
35,38551,54,2013-02,1
36,7717,54,2013-02,5
37,73799,54,2013-02,115
38,59,54,2013-02,34
39,58821,54,2013-02,117
40,4441,54,2013-02,4
41,6544,54,2013-02,27
42,73672,54,2013-02,413
43,6515,54,2013-02,20
44,25673,54,2013-02,20
46,31852,54,2013-02,36
47,479,54,2013-02,31
49,27547,54,2013-02,29
50,14456,54,2013-02,63
51,1593,54,2013-02,17
52,419,54,2013-02,1
53,31423,54,2013-02,2
55,5206,54,2013-02,64
56,46216,54,2013-02,34
57,28308,54,2013-02,40
58,2505,54,2013-02,33
59,15578,54,2013-02,8
61,6759,54,2013-02,24
62,740,54,2013-02,7
63,31770,54,2013-02,30
64,52651,54,2013-02,73
65,410,54,2013-02,2
66,3673,54,2013-02,9
67,4712,54,2013-02,9
68,9740,54,2013-02,102
69,102,54,2013-02,3
70,15269,54,2013-02,9
71,5443,54,2013-02,5
72,25587,54,2013-02,47
74,17350,54,2013-02,121
75,40261,54,2013-02,276
76,385,54,2013-02,15
77,13797,54,2013-02,10
78,56459,54,2013-02,82
79,3984,54,2013-02,6
81,11339,54,2013-02,10
82,64585,54,2013-02,62
84,33261,54,2013-02,32
86,619,54,2013-02,7
87,13118,54,2013-02,2
88,578,54,2013-02,2
89,2556,54,2013-02,12
90,7453,54,2013-02,33
91,3271,54,2013-02,21
92,15981,54,2013-02,31
93,39581,54,2013-02,7
94,25565,54,2013-02,3
95,29677,54,2013-02,4
97,10706,54,2013-02,3
99,10618,54,2013-02,17
0,38708,55,2013-03,261
1,7355,55,2013-03,277
2,16397,55,2013-03,272
3,13231,55,2013-03,10
5,818,55,2013-03,164
6,3515,55,2013-03,142
7,3012,55,2013-03,227
8,54102,55,2013-03,582
9,47728,55,2013-03,254
10,36530,55,2013-03,190
11,67188,55,2013-03,291
12,7165,55,2013-03,68
14,7764,55,2013-03,2
15,57081,55,2013-03,209
16,1368,55,2013-03,26
17,38342,55,2013-03,123
18,1733,55,2013-03,29
19,13975,55,2013-03,86
20,34217,55,2013-03,120
21,66106,55,2013-03,101
22,1730,55,2013-03,22
23,36512,55,2013-03,106
24,538,55,2013-03,10
25,17097,55,2013-03,103
26,46394,55,2013-03,536
28,9410,55,2013-03,7
30,18359,55,2013-03,24
31,105,55,2013-03,8
32,3363,55,2013-03,16
34,11360,55,2013-03,101
35,38551,55,2013-03,10
36,7717,55,2013-03,2
37,73799,55,2013-03,168
38,59,55,2013-03,20
39,58821,55,2013-03,175
40,4441,55,2013-03,3
41,6544,55,2013-03,54
42,73672,55,2013-03,297
43,6515,55,2013-03,13
44,25673,55,2013-03,54
45,97043,55,2013-03,1
46,31852,55,2013-03,44
47,479,55,2013-03,24
49,27547,55,2013-03,17
50,14456,55,2013-03,2
51,1593,55,2013-03,35
53,31423,55,2013-03,9
55,5206,55,2013-03,20
56,46216,55,2013-03,73
57,28308,55,2013-03,31
58,2505,55,2013-03,157
59,15578,55,2013-03,5
61,6759,55,2013-03,34
62,740,55,2013-03,2
63,31770,55,2013-03,39
64,52651,55,2013-03,194
65,410,55,2013-03,4
66,3673,55,2013-03,5
67,4712,55,2013-03,4
68,9740,55,2013-03,77
69,102,55,2013-03,2
70,15269,55,2013-03,4
71,5443,55,2013-03,10
72,25587,55,2013-03,58
73,27592,55,2013-03,5
74,17350,55,2013-03,1
75,40261,55,2013-03,382
76,385,55,2013-03,7
77,13797,55,2013-03,4
78,56459,55,2013-03,113
79,3984,55,2013-03,11
81,11339,55,2013-03,2
82,64585,55,2013-03,46
83,31889,55,2013-03,2
84,33261,55,2013-03,33
86,619,55,2013-03,3
87,13118,55,2013-03,2
88,578,55,2013-03,6
90,7453,55,2013-03,25
91,3271,55,2013-03,73
92,15981,55,2013-03,26
93,39581,55,2013-03,3
94,25565,55,2013-03,1
95,29677,55,2013-03,20
96,78033,55,2013-03,193
97,10706,55,2013-03,45
99,10618,55,2013-03,3
0,38708,56,2013-04,395
1,7355,56,2013-04,125
2,16397,56,2013-04,283
3,13231,56,2013-04,7
5,818,56,2013-04,110
6,3515,56,2013-04,146
7,3012,56,2013-04,249
8,54102,56,2013-04,487
9,47728,56,2013-04,360
10,36530,56,2013-04,125
11,67188,56,2013-04,316
12,7165,56,2013-04,106
14,7764,56,2013-04,5
15,57081,56,2013-04,95
16,1368,56,2013-04,31
17,38342,56,2013-04,110
18,1733,56,2013-04,16
19,13975,56,2013-04,69
20,34217,56,2013-04,27
21,66106,56,2013-04,99
22,1730,56,2013-04,36
23,36512,56,2013-04,153
24,538,56,2013-04,5
25,17097,56,2013-04,56
26,46394,56,2013-04,408
28,9410,56,2013-04,3
30,18359,56,2013-04,4
31,105,56,2013-04,23
32,3363,56,2013-04,15
34,11360,56,2013-04,142
35,38551,56,2013-04,104
36,7717,56,2013-04,7
37,73799,56,2013-04,70
38,59,56,2013-04,12
39,58821,56,2013-04,100
40,4441,56,2013-04,2
41,6544,56,2013-04,36
42,73672,56,2013-04,88
43,6515,56,2013-04,73
44,25673,56,2013-04,36
46,31852,56,2013-04,24
47,479,56,2013-04,17
49,27547,56,2013-04,46
50,14456,56,2013-04,1
51,1593,56,2013-04,62
52,419,56,2013-04,2
53,31423,56,2013-04,12
55,5206,56,2013-04,5
56,46216,56,2013-04,33
57,28308,56,2013-04,67
58,2505,56,2013-04,20
59,15578,56,2013-04,28
61,6759,56,2013-04,4
62,740,56,2013-04,2
63,31770,56,2013-04,28
64,52651,56,2013-04,5
65,410,56,2013-04,2
66,3673,56,2013-04,17
67,4712,56,2013-04,5
68,9740,56,2013-04,113
69,102,56,2013-04,13
70,15269,56,2013-04,2
71,5443,56,2013-04,19
72,25587,56,2013-04,62
73,27592,56,2013-04,29
74,17350,56,2013-04,1
75,40261,56,2013-04,102
77,13797,56,2013-04,6
78,56459,56,2013-04,48
79,3984,56,2013-04,24
80,79334,56,2013-04,240
82,64585,56,2013-04,112
84,33261,56,2013-04,4
86,619,56,2013-04,1
88,578,56,2013-04,3
89,2556,56,2013-04,8
90,7453,56,2013-04,57
91,3271,56,2013-04,55
92,15981,56,2013-04,41
93,39581,56,2013-04,11
94,25565,56,2013-04,1
95,29677,56,2013-04,8
96,78033,56,2013-04,239
97,10706,56,2013-04,12
99,10618,56,2013-04,10
0,38708,57,2013-05,524
1,7355,57,2013-05,232
2,16397,57,2013-05,358
3,13231,57,2013-05,4
5,818,57,2013-05,126
6,3515,57,2013-05,75
7,3012,57,2013-05,145
8,54102,57,2013-05,558
9,47728,57,2013-05,122
10,36530,57,2013-05,92
11,67188,57,2013-05,277
12,7165,57,2013-05,101
14,7764,57,2013-05,140
15,57081,57,2013-05,106
16,1368,57,2013-05,74
17,38342,57,2013-05,66
18,1733,57,2013-05,10
19,13975,57,2013-05,125
20,34217,57,2013-05,17
21,66106,57,2013-05,179
22,1730,57,2013-05,22
23,36512,57,2013-05,300
24,538,57,2013-05,4
25,17097,57,2013-05,51
26,46394,57,2013-05,272
28,9410,57,2013-05,34
30,18359,57,2013-05,16
31,105,57,2013-05,25
32,3363,57,2013-05,17
34,11360,57,2013-05,170
35,38551,57,2013-05,1
36,7717,57,2013-05,15
37,73799,57,2013-05,123
38,59,57,2013-05,19
39,58821,57,2013-05,86
40,4441,57,2013-05,4
41,6544,57,2013-05,16
42,73672,57,2013-05,10
43,6515,57,2013-05,236
44,25673,57,2013-05,25
46,31852,57,2013-05,63
47,479,57,2013-05,5
49,27547,57,2013-05,17
50,14456,57,2013-05,6
51,1593,57,2013-05,54
52,419,57,2013-05,11
53,31423,57,2013-05,27
55,5206,57,2013-05,1
56,46216,57,2013-05,55
57,28308,57,2013-05,44
58,2505,57,2013-05,124
59,15578,57,2013-05,4
61,6759,57,2013-05,25
62,740,57,2013-05,14
63,31770,57,2013-05,19
64,52651,57,2013-05,1
65,410,57,2013-05,1
66,3673,57,2013-05,5
67,4712,57,2013-05,1
68,9740,57,2013-05,118
69,102,57,2013-05,14
71,5443,57,2013-05,3
72,25587,57,2013-05,89
73,27592,57,2013-05,8
74,17350,57,2013-05,3
75,40261,57,2013-05,46
76,385,57,2013-05,8
77,13797,57,2013-05,8
78,56459,57,2013-05,74
79,3984,57,2013-05,14
80,79334,57,2013-05,11
81,11339,57,2013-05,2
82,64585,57,2013-05,50
83,31889,57,2013-05,2
84,33261,57,2013-05,12
86,619,57,2013-05,4
87,13118,57,2013-05,2
88,578,57,2013-05,2
89,2556,57,2013-05,1
90,7453,57,2013-05,17
91,3271,57,2013-05,58
92,15981,57,2013-05,23
93,39581,57,2013-05,3
94,25565,57,2013-05,4
95,29677,57,2013-05,7
96,78033,57,2013-05,116
97,10706,57,2013-05,2
99,10618,57,2013-05,9
0,38708,58,2013-06,442
1,7355,58,2013-06,171
2,16397,58,2013-06,100
3,13231,58,2013-06,1
5,818,58,2013-06,52
6,3515,58,2013-06,125
7,3012,58,2013-06,201
8,54102,58,2013-06,874
9,47728,58,2013-06,135
10,36530,58,2013-06,97
11,67188,58,2013-06,236
12,7165,58,2013-06,55
14,7764,58,2013-06,134
15,57081,58,2013-06,77
16,1368,58,2013-06,49
17,38342,58,2013-06,77
18,1733,58,2013-06,5
19,13975,58,2013-06,32
20,34217,58,2013-06,49
21,66106,58,2013-06,127
22,1730,58,2013-06,23
23,36512,58,2013-06,136
24,538,58,2013-06,5
25,17097,58,2013-06,110
26,46394,58,2013-06,519
28,9410,58,2013-06,35
30,18359,58,2013-06,13
31,105,58,2013-06,12
32,3363,58,2013-06,8
33,45646,58,2013-06,3
34,11360,58,2013-06,139
35,38551,58,2013-06,36
36,7717,58,2013-06,5
37,73799,58,2013-06,209
38,59,58,2013-06,3
39,58821,58,2013-06,121
40,4441,58,2013-06,6
41,6544,58,2013-06,31
42,73672,58,2013-06,21
43,6515,58,2013-06,292
44,25673,58,2013-06,6
46,31852,58,2013-06,45
47,479,58,2013-06,6
49,27547,58,2013-06,20
50,14456,58,2013-06,1
51,1593,58,2013-06,9
53,31423,58,2013-06,17
55,5206,58,2013-06,10
56,46216,58,2013-06,34
57,28308,58,2013-06,26
58,2505,58,2013-06,95
59,15578,58,2013-06,4
61,6759,58,2013-06,27
62,740,58,2013-06,10
63,31770,58,2013-06,20
64,52651,58,2013-06,7
65,410,58,2013-06,1
66,3673,58,2013-06,9
68,9740,58,2013-06,101
69,102,58,2013-06,15
70,15269,58,2013-06,1
71,5443,58,2013-06,6
72,25587,58,2013-06,73
74,17350,58,2013-06,49
75,40261,58,2013-06,4
76,385,58,2013-06,1
77,13797,58,2013-06,14
78,56459,58,2013-06,16
79,3984,58,2013-06,11
80,79334,58,2013-06,46
81,11339,58,2013-06,1
82,64585,58,2013-06,46
83,31889,58,2013-06,1
84,33261,58,2013-06,44
86,619,58,2013-06,7
88,578,58,2013-06,6
89,2556,58,2013-06,2
90,7453,58,2013-06,29
91,3271,58,2013-06,24
92,15981,58,2013-06,16
93,39581,58,2013-06,3
95,29677,58,2013-06,66
96,78033,58,2013-06,184
97,10706,58,2013-06,2
99,10618,58,2013-06,15
0,38708,59,2013-07,459
1,7355,59,2013-07,162
2,16397,59,2013-07,334
3,13231,59,2013-07,1
5,818,59,2013-07,212
6,3515,59,2013-07,69
7,3012,59,2013-07,75
8,54102,59,2013-07,561
9,47728,59,2013-07,143
10,36530,59,2013-07,144
11,67188,59,2013-07,277
12,7165,59,2013-07,61
14,7764,59,2013-07,160
15,57081,59,2013-07,21
16,1368,59,2013-07,118
17,38342,59,2013-07,21
18,1733,59,2013-07,7
19,13975,59,2013-07,10
20,34217,59,2013-07,96
21,66106,59,2013-07,141
22,1730,59,2013-07,18
23,36512,59,2013-07,141
24,538,59,2013-07,5
25,17097,59,2013-07,259
26,46394,59,2013-07,384
28,9410,59,2013-07,51
30,18359,59,2013-07,8
31,105,59,2013-07,14
32,3363,59,2013-07,28
33,45646,59,2013-07,380
34,11360,59,2013-07,74
35,38551,59,2013-07,52
37,73799,59,2013-07,141
38,59,59,2013-07,5
39,58821,59,2013-07,82
40,4441,59,2013-07,2
41,6544,59,2013-07,11
42,73672,59,2013-07,40
43,6515,59,2013-07,163
44,25673,59,2013-07,200
46,31852,59,2013-07,84
47,479,59,2013-07,4
49,27547,59,2013-07,8
50,14456,59,2013-07,1
51,1593,59,2013-07,40
52,419,59,2013-07,9
53,31423,59,2013-07,20
55,5206,59,2013-07,10
56,46216,59,2013-07,40
57,28308,59,2013-07,44
58,2505,59,2013-07,35
59,15578,59,2013-07,7
61,6759,59,2013-07,80
62,740,59,2013-07,3
63,31770,59,2013-07,29
65,410,59,2013-07,6
66,3673,59,2013-07,10
67,4712,59,2013-07,2
68,9740,59,2013-07,103
69,102,59,2013-07,3
71,5443,59,2013-07,6
72,25587,59,2013-07,44
74,17350,59,2013-07,219
75,40261,59,2013-07,2
76,385,59,2013-07,4
77,13797,59,2013-07,9
78,56459,59,2013-07,12
79,3984,59,2013-07,13
80,79334,59,2013-07,136
81,11339,59,2013-07,2
82,64585,59,2013-07,155
83,31889,59,2013-07,2
84,33261,59,2013-07,104
86,619,59,2013-07,3
88,578,59,2013-07,3
89,2556,59,2013-07,1
90,7453,59,2013-07,16
91,3271,59,2013-07,20
92,15981,59,2013-07,7
93,39581,59,2013-07,3
94,25565,59,2013-07,1
95,29677,59,2013-07,1
96,78033,59,2013-07,112
99,10618,59,2013-07,18
0,38708,60,2013-08,626
1,7355,60,2013-08,209
2,16397,60,2013-08,283
3,13231,60,2013-08,1
5,818,60,2013-08,130
6,3515,60,2013-08,231
7,3012,60,2013-08,214
8,54102,60,2013-08,3
9,47728,60,2013-08,241
10,36530,60,2013-08,117
11,67188,60,2013-08,405
12,7165,60,2013-08,64
14,7764,60,2013-08,42
15,57081,60,2013-08,258
16,1368,60,2013-08,300
17,38342,60,2013-08,80
18,1733,60,2013-08,10
19,13975,60,2013-08,33
20,34217,60,2013-08,43
21,66106,60,2013-08,75
22,1730,60,2013-08,8
23,36512,60,2013-08,253
24,538,60,2013-08,10
25,17097,60,2013-08,202
26,46394,60,2013-08,227
28,9410,60,2013-08,51
30,18359,60,2013-08,9
31,105,60,2013-08,53
32,3363,60,2013-08,12
33,45646,60,2013-08,80
34,11360,60,2013-08,92
35,38551,60,2013-08,133
36,7717,60,2013-08,2
37,73799,60,2013-08,125
38,59,60,2013-08,22
39,58821,60,2013-08,105
40,4441,60,2013-08,2
41,6544,60,2013-08,71
42,73672,60,2013-08,112
43,6515,60,2013-08,140
44,25673,60,2013-08,130
46,31852,60,2013-08,69
47,479,60,2013-08,45
49,27547,60,2013-08,13
50,14456,60,2013-08,5
51,1593,60,2013-08,27
52,419,60,2013-08,2
53,31423,60,2013-08,30
55,5206,60,2013-08,5
56,46216,60,2013-08,49
57,28308,60,2013-08,54
58,2505,60,2013-08,51
59,15578,60,2013-08,19
61,6759,60,2013-08,51
62,740,60,2013-08,2
63,31770,60,2013-08,35
65,410,60,2013-08,4
66,3673,60,2013-08,4
67,4712,60,2013-08,6
68,9740,60,2013-08,148
69,102,60,2013-08,2
70,15269,60,2013-08,8
71,5443,60,2013-08,5
72,25587,60,2013-08,69
73,27592,60,2013-08,6
74,17350,60,2013-08,228
77,13797,60,2013-08,15
78,56459,60,2013-08,49
79,3984,60,2013-08,4
80,79334,60,2013-08,120
81,11339,60,2013-08,5
82,64585,60,2013-08,109
83,31889,60,2013-08,2
84,33261,60,2013-08,13
86,619,60,2013-08,4
87,13118,60,2013-08,3
88,578,60,2013-08,2
89,2556,60,2013-08,6
90,7453,60,2013-08,24
91,3271,60,2013-08,21
92,15981,60,2013-08,17
94,25565,60,2013-08,4
95,29677,60,2013-08,8
96,78033,60,2013-08,96
97,10706,60,2013-08,6
99,10618,60,2013-08,1
0,38708,61,2013-09,857
1,7355,61,2013-09,416
2,16397,61,2013-09,264
3,13231,61,2013-09,1
5,818,61,2013-09,68
6,3515,61,2013-09,204
7,3012,61,2013-09,277
8,54102,61,2013-09,4
9,47728,61,2013-09,454
10,36530,61,2013-09,129
11,67188,61,2013-09,329
12,7165,61,2013-09,25
14,7764,61,2013-09,36
15,57081,61,2013-09,322
16,1368,61,2013-09,161
17,38342,61,2013-09,21
18,1733,61,2013-09,15
